Cote;CB;Type;Titre;SousTitre;AuteurNom;AuteurPrénom;AuteurAutre;Date;Langue;600;;601$a;;606$a;606$a;606$a;607$a;300$a;330$a
C1997-LIE;23354193;K7A;Lire l'art;"Cycle de conférences Contemporanéité / Modernité""""";Liège;Dominique de;;1997;fre;;;;;Modernité;Modernisme (art);;;"Conférence donnée le mercredi 7 janvier 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Dominique de Liège dans la cadre du cycle de conférences Contemporanéité / Modernité"". Le cycle de conférences qui nous est proposé porte le titre ""Contemporanéité / Modernité"". Cherchant dans Le Petit Robert la définition de ces termes, l'on trouve: ""Contemporain"": 1. qui est du même temps que 2. qui est de notre temps";
C1997-POS1;23354348;K7A;Positions d'artistes : ancrages et déplacements;;Kames;Roman;;1997;fre;;;;;;;;;"Colloque organisé les 18 et 19 mars 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Le colloque se propose de réfléchir sur les problématiques de la création artistique lorsque celle-ci interroge, formalise les procédures d'échanges et de rencontres entre artistes de cultures et civilisations différentes. Face aux déclarations identitaires et au rejet de la culture de l'""autre"" d'une part et à une philosophie des droits de l'homme teintée de naïveté d'autre part, les artistes ont fait l'expérience d'une réalité plus complexe dont ce colloque voudrait approcher la nature. Les témoignages de travail d'artistes soumis à la lumière d'ethnologues, de linguistes et d'historiens permettront de poser - partialement et à titre d'auteur - les enjeux de ces nouvelles donnes culturelles."" (Source : Rapport d'activité 1997)""
Intervenants: Alexandre Alaric, Fethi Benslama, Jimmie Durham, Remo Guidieri, Laurent Joubert, Roman Kames, Jean-Paul Thibeau, Jean Zuber, Daniel Payot.";
C1997-POS2;23354336;K7A;Positions d'artistes : ancrages et déplacements;;Kames;Roman;;1997;fre;;;;;;;;;"Colloque organisé les 18 et 19 mars 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Le colloque se propose de réfléchir sur les problématiques de la création artistique lorsque celle-ci interroge, formalise les procédures d'échanges et de rencontres entre artistes de cultures et civilisations différentes. Face aux déclarations identitaires et au rejet de la culture de l'""autre"" d'une part et à une philosophie des droits de l'homme teintée de naïveté d'autre part, les artistes ont fait l'expérience d'une réalité plus complexe dont ce colloque voudrait approcher la nature. Les témoignages de travail d'artistes soumis à la lumière d'ethnologues, de linguistes et d'historiens permettront de poser - partialement et à titre d'auteur - les enjeux de ces nouvelles donnes culturelles."" (Source : Rapport d'activité 1997)""
Intervenants: Alexandre Alaric, Fethi Benslama, Jimmie Durham, Remo Guidieri, Laurent Joubert, Roman Kames, Jean-Paul Thibeau, Jean Zuber, Daniel Payot.";
C1997-POS3;23354324;K7A;Positions d'artistes : ancrages et déplacements;;Kames;Roman;;1997;fre;;;;;;;;;"Colloque organisé les 18 et 19 mars 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Le colloque se propose de réfléchir sur les problématiques de la création artistique lorsque celle-ci interroge, formalise les procédures d'échanges et de rencontres entre artistes de cultures et civilisations différentes. Face aux déclarations identitaires et au rejet de la culture de l'""autre"" d'une part et à une philosophie des droits de l'homme teintée de naïveté d'autre part, les artistes ont fait l'expérience d'une réalité plus complexe dont ce colloque voudrait approcher la nature. Les témoignages de travail d'artistes soumis à la lumière d'ethnologues, de linguistes et d'historiens permettront de poser - partialement et à titre d'auteur - les enjeux de ces nouvelles donnes culturelles."" (Source : Rapport d'activité 1997)""
Intervenants: Alexandre Alaric, Fethi Benslama, Jimmie Durham, Remo Guidieri, Laurent Joubert, Roman Kames, Jean-Paul Thibeau, Jean Zuber, Daniel Payot.";
C1997-POS4;23354312;K7A;Positions d'artistes : ancrages et déplacements;;Kames;Roman;;1997;fre;;;;;;;;;"Colloque organisé les 18 et 19 mars 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Le colloque se propose de réfléchir sur les problématiques de la création artistique lorsque celle-ci interroge, formalise les procédures d'échanges et de rencontres entre artistes de cultures et civilisations différentes. Face aux déclarations identitaires et au rejet de la culture de l'""autre"" d'une part et à une philosophie des droits de l'homme teintée de naïveté d'autre part, les artistes ont fait l'expérience d'une réalité plus complexe dont ce colloque voudrait approcher la nature. Les témoignages de travail d'artistes soumis à la lumière d'ethnologues, de linguistes et d'historiens permettront de poser - partialement et à titre d'auteur - les enjeux de ces nouvelles donnes culturelles."" (Source : Rapport d'activité 1997)""
Intervenants: Alexandre Alaric, Fethi Benslama, Jimmie Durham, Remo Guidieri, Laurent Joubert, Roman Kames, Jean-Paul Thibeau, Jean Zuber, Daniel Payot.";
C1997-POS5;23354300;K7A;Positions d'artistes : ancrages et déplacements;;Kames;Roman;;1997;fre;;;;;;;;;"Colloque organisé les 18 et 19 mars 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Le colloque se propose de réfléchir sur les problématiques de la création artistique lorsque celle-ci interroge, formalise les procédures d'échanges et de rencontres entre artistes de cultures et civilisations différentes. Face aux déclarations identitaires et au rejet de la culture de l'""autre"" d'une part et à une philosophie des droits de l'homme teintée de naïveté d'autre part, les artistes ont fait l'expérience d'une réalité plus complexe dont ce colloque voudrait approcher la nature. Les témoignages de travail d'artistes soumis à la lumière d'ethnologues, de linguistes et d'historiens permettront de poser - partialement et à titre d'auteur - les enjeux de ces nouvelles donnes culturelles."" (Source : Rapport d'activité 1997)""
Intervenants: Alexandre Alaric, Fethi Benslama, Jimmie Durham, Remo Guidieri, Laurent Joubert, Roman Kames, Jean-Paul Thibeau, Jean Zuber, Daniel Payot.";
C1997-POS6;23354295;K7A;Positions d'artistes : ancrages et déplacements;;Kames;Roman;;1997;fre;;;;;;;;;"Colloque organisé les 18 et 19 mars 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Le colloque se propose de réfléchir sur les problématiques de la création artistique lorsque celle-ci interroge, formalise les procédures d'échanges et de rencontres entre artistes de cultures et civilisations différentes. Face aux déclarations identitaires et au rejet de la culture de l'""autre"" d'une part et à une philosophie des droits de l'homme teintée de naïveté d'autre part, les artistes ont fait l'expérience d'une réalité plus complexe dont ce colloque voudrait approcher la nature. Les témoignages de travail d'artistes soumis à la lumière d'ethnologues, de linguistes et d'historiens permettront de poser - partialement et à titre d'auteur - les enjeux de ces nouvelles donnes culturelles."" (Source : Rapport d'activité 1997)""
Intervenants: Alexandre Alaric, Fethi Benslama, Jimmie Durham, Remo Guidieri, Laurent Joubert, Roman Kames, Jean-Paul Thibeau, Jean Zuber, Daniel Payot.";
C1997-POS7;23354283;K7A;Positions d'artistes : ancrages et déplacements;;Kames;Roman;;1997;fre;;;;;;;;;"Colloque organisé les 18 et 19 mars 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Le colloque se propose de réfléchir sur les problématiques de la création artistique lorsque celle-ci interroge, formalise les procédures d'échanges et de rencontres entre artistes de cultures et civilisations différentes. Face aux déclarations identitaires et au rejet de la culture de l'""autre"" d'une part et à une philosophie des droits de l'homme teintée de naïveté d'autre part, les artistes ont fait l'expérience d'une réalité plus complexe dont ce colloque voudrait approcher la nature. Les témoignages de travail d'artistes soumis à la lumière d'ethnologues, de linguistes et d'historiens permettront de poser - partialement et à titre d'auteur - les enjeux de ces nouvelles donnes culturelles."" (Source : Rapport d'activité 1997)""
Intervenants: Alexandre Alaric, Fethi Benslama, Jimmie Durham, Remo Guidieri, Laurent Joubert, Roman Kames, Jean-Paul Thibeau, Jean Zuber, Daniel Payot.";
C1997-POS8;23354271;K7A;Positions d'artistes : ancrages et déplacements;;Kames;Roman;;1997;fre;;;;;;;;;"Colloque organisé les 18 et 19 mars 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Le colloque se propose de réfléchir sur les problématiques de la création artistique lorsque celle-ci interroge, formalise les procédures d'échanges et de rencontres entre artistes de cultures et civilisations différentes. Face aux déclarations identitaires et au rejet de la culture de l'""autre"" d'une part et à une philosophie des droits de l'homme teintée de naïveté d'autre part, les artistes ont fait l'expérience d'une réalité plus complexe dont ce colloque voudrait approcher la nature. Les témoignages de travail d'artistes soumis à la lumière d'ethnologues, de linguistes et d'historiens permettront de poser - partialement et à titre d'auteur - les enjeux de ces nouvelles donnes culturelles."" (Source : Rapport d'activité 1997)""
Intervenants: Alexandre Alaric, Fethi Benslama, Jimmie Durham, Remo Guidieri, Laurent Joubert, Roman Kames, Jean-Paul Thibeau, Jean Zuber, Daniel Payot.";
C1997-POS9;2335426X;K7A;Positions d'artistes : ancrages et déplacements;;Kames;Roman;;1997;fre;;;;;;;;;"Colloque organisé les 18 et 19 mars 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Le colloque se propose de réfléchir sur les problématiques de la création artistique lorsque celle-ci interroge, formalise les procédures d'échanges et de rencontres entre artistes de cultures et civilisations différentes. Face aux déclarations identitaires et au rejet de la culture de l'""autre"" d'une part et à une philosophie des droits de l'homme teintée de naïveté d'autre part, les artistes ont fait l'expérience d'une réalité plus complexe dont ce colloque voudrait approcher la nature. Les témoignages de travail d'artistes soumis à la lumière d'ethnologues, de linguistes et d'historiens permettront de poser - partialement et à titre d'auteur - les enjeux de ces nouvelles donnes culturelles."" (Source : Rapport d'activité 1997)""
Intervenants: Alexandre Alaric, Fethi Benslama, Jimmie Durham, Remo Guidieri, Laurent Joubert, Roman Kames, Jean-Paul Thibeau, Jean Zuber, Daniel Payot.";
C1997-RAN;23062562;K7A;Contemporanéité / Modernité : 7e conférence;Réflexion sur les notions de moderne et de contemporain en art;Rancière;Jacques;;1997;fre;;;;;Modernité;Modernisme (art);;;"Conférence donnée le 3 décembre 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Jacques Rancière dans la cadre du cycle de conférences Contemporanéité / Modernité"" qui s'est tenu tous les mercredis du 15 octobre 1997 au 14 janvier 1998. ""[...] Ne peut-on soutenir que le contemporain n'est nullement une catégorie esthétique mais l'injonction de répondre sans cesse aux questions ouvertes par la modernité, afin d'en élargir l'horizon ? Le désir d'être contemporain n'est-il pas simplement celui de persévérer dans une ouverture, de défendre les pratiques artistiques comme un espace critique et un lieu de vision alternative, comme un réservoir d'expérience pour résister à un monde où même le loisir est de plus en plus administré ? Pour élucider les enjeux qui informent cette controverse, l'ESAD organise un cycle de conférences autour du couple de notions modernité/contemporanéité, avec pour axe thématique le problème de leur articulation dans des champs aussi divers que les arts visuels, la danse, la psychanalyse, la poésie. (Source : Rapport d'activité 1997)""";
C1997-STR;23358677;K7A;Contemporanéité / Modernité : 4e conférence;;Strasser;Catherine;;1997;fre;;;;;Modernité;Modernisme (art);;;"Conférence donnée le 5 novembre 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Catherine Strasser dans la cadre du cycle de conférences Contemporanéité / Modernité"" qui s'est tenu tous les mercredis du 15 octobre 1997 au 14 janvier 1998. ""[...] Ne peut-on soutenir que le contemporain n'est nullement une catégorie esthétique mais l'injonction de répondre sans cesse aux questions ouvertes par la modernité, afin d'en élargir l'horizon ? Le désir d'être contemporain n'est-il pas simplement celui de persévérer dans une ouverture, de défendre les pratiques artistiques comme un espace critique et un lieu de vision alternative, comme un réservoir d'expérience pour résister à un monde où même le loisir est de plus en plus administré ? Pour élucider les enjeux qui informent cette controverse, l'ESAD organise un cycle de conférences autour du couple de notions modernité/contemporanéité, avec pour axe thématique le problème de leur articulation dans des champs aussi divers que les arts visuels, la danse, la psychanalyse, la poésie. (Source : Rapport d'activité 1997)""";
C1997-ZAS;23358689;K7A;Le graphisme de la communication traditionnelle;;Zask;Catherine;;1997;fre;;;;;Arts graphiques;;;;Conférence donnée le 2 avril 1997 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Catherine Zask. Je suis graphiste. Dans le cadre de commandes, je conçois les identités visuelles et les différents éléments graphiques d'un processus de communication. Ce qui me préoccupe, ce à quoi je consacre mon énergie: apporter des réponses de haute qualité, tant au plan conceptuel que rédactionnel et graphique;
C1998 - ARM;23052215;ADV;Présences animales dans l'art;"des bestiaires médiévaux au Bestiaire Cobra : Cycle de conférences Art et nature"" coordonné par Jacques Demarcq et Jean-Pierre Greff""";Armengaud;Françoise;;1998;fre;;;;;Animal;;;;"Conférence de Françoise Armengaud, enseignante à l'université de Paris X-Nanterre, donnée dans le cadre du Cycle de conférences Art et nature"". Dans les sculptures médiévales et dans les textes des Bestiaires, les animaux apparaissent comme vecteurs symboliques de significations morales et religieuses. Le régime de leur présence est celui de la métaphore ou de l'allégorie. Ce statut évolue avec celui de la représentation et va de pair avec une forme de réalisme. Nous verrons cette évolution dans les natures mortes, dans le romantisme, dans l'art dit animalier et dans le mouvement Cobra. (Source: Rapport d'activité 1998)""
Cycle de conférences Art et nature"" coordonné par Jacques Demarcq et Jean-Pierre Greff. ""En simplifiant beaucoup, on pourrait dire que l'art moderne, du cubisme à l'art conceptuel, a fait de la culture et de ses langages son macrocosme : son monde extérieur. L'énergie créatrice, souvent, se nourrissait de chair vivante, et de psychisme ";
C1998 - DOB;23062369;ADV;Contemporanité / Modernité : 11e conférence;;Dobbels;Daniel;;1998;fre;;;;;Modernité;Modernisme (art);;;"Conférence donnée le 14 janvier 1998 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Daniel Dobbels dans la cadre du cycle de conférences Contemporanité / Modernité"" qui s'est tenu tous les mercredis du 15 octobre 1997 au 14 janvier 1998. ""[...] Ne peut-on soutenir que le contemporain n'est nullement une catégorie esthétique mais l'injonction de répondre sans cesse aux questions ouvertes par la modernité, afin d'en élargir l'horizon ? Le désir d'être contemporain n'est-il pas simplement celui de persévérer dans une ouverture, de défendre les pratiques artistiques comme un espace critique et un lieu de vision alternative, comme un réservoir d'expérience pour résister à un monde où même le loisir est de plus en plus administré ? Pour élucider les enjeux qui informent cette controverse, l'ESAD organise un cycle de conférences autour du couple de notions modernité/contemporanéité, avec pour axe thématique le problème de leur articulation dans des champs aussi divers que les arts visuels, la danse, la psychanalyse, la poésie. (Source : Rapport d'activité 1997)""";
C1998 - DOU;23052240;ADV;Petite histoire du cinéma;"Cycle de conférences Iconotextes"" coordonné par Philippe Delangle""";Douchet;Jean;;1998;fre;;;;;Cinéma;;;;"Conférence de Jean Douchet donnée dans le cadre du Cycle de conférences Iconotextes"" coordonné par Philippe Delangle. Le terme Iconotextes, proposé par Michael Nerlich en 1988, désigne l'ensemble des énoncés scripto-visuels dont les composantes scripturales et iconique sont imbriquées au point de se livrer au lecteur-regardeur comme une totalité indivis. Ces objets langagiers hybrides prolifèrent tout au long du XXe siècle tant dans le champ proprement littéraire et artistique que, avec une égale invention, dans celui de la communication (typographies, presse, publicité) quand, à l'exemple de la bande dessinée, ils ne travaillent à brouiller des frontières aussi incertaines. Le propos de ce cycle de conférences consiste donc à réfléchir à nouveau sur les rapports interactifs de l'écrit et du visuel, mécanismes aussi complexes que pluriels faits d'articulations dynamiques, de confrontations et de contiguités, de glissements et d'hybridation, mais encore de différences irréductibles et de béance. Cette réflexion privilégiera d'une part l'importance que revêt, sous des modalités infiniment variées, le texte ou l'écriture dans nombre d'?uvres plastiques jusqu'à participer à l'économie sémantique de l'image. D'autre part, elle s'attardera, notamment dans le champ de la création graphique et typographique, sur la dimension plastique que conquiert la lettre et le texte lorsque l'écriture est en quête de visualité, revendique le droit à la forme et la pertinence de sa dimension graphique. A l'encontre d'une simple mise en forme ou charge décorative, celle-ci investit la réalité physique et sémantique du message. Il s'agrira donc de rappeler encore cette évidence trop ténue selon laquelle graphisme et typographie sont à la lettre, investit d'une culture qu'ils contribuent fortement à constituer. (Source: Rapport d'activité 1998)""";
C1998 - GRA;23052239;ADV;Graphistes néerlandais;"Cycle de conférences Iconotextes"" coordonné par Philippe Delangle""";;;;1998;fre;;;;;Arts graphiques;;;;"Conférence sur le graphisme aux Pays-Bas donnée dans le cadre du Cycle de conférences Iconotextes"" coordonné par Philippe Delangle. Le terme Iconotextes, proposé par Michael Nerlich en 1988, désigne l'ensemble des énoncés scripto-visuels dont les composantes scripturales et iconique sont imbriquées au point de se livrer au lecteur-regardeur comme une totalité indivis. Ces objets langagiers hybrides prolifèrent tout au long du XXe siècle tant dans le champ proprement littéraire et artistique que, avec une égale invention, dans celui de la communication (typographies, presse, publicité) quand, à l'exemple de la bande dessinée, ils ne travaillent à brouiller des frontières aussi incertaines. Le propos de ce cycle de conférences consiste donc à réfléchir à nouveau sur les rapports interactifs de l'écrit et du visuel, mécanismes aussi complexes que pluriels faits d'articulations dynamiques, de confrontations et de contiguités, de glissements et d'hybridation, mais encore de différences irréductibles et de béance. Cette réflexion privilégiera d'une part l'importance que revêt, sous des modalités infiniment variées, le texte ou l'écriture dans nombre d'?uvres plastiques jusqu'à participer à l'économie sémantique de l'image. D'autre part, elle s'attardera, notamment dans le champ de la création graphique et typographique, sur la dimension plastique que conquiert la lettre et le texte lorsque l'écriture est en quête de visualité, revendique le droit à la forme et la pertinence de sa dimension graphique. A l'encontre d'une simple mise en forme ou charge décorative, celle-ci investit la réalité physique et sémantique du message. Il s'agrira donc de rappeler encore cette évidence trop ténue selon laquelle graphisme et typographie sont à la lettre, investit d'une culture qu'ils contribuent fortement à constituer. (Source: Rapport d'activité 1998)""";
C1998 - GRU;23052264;ADV;Consommateur de ville, citoyen du yoghourt;"Cycle de conférences Iconotextes"" coordonné par Philippe Delangle""";Grunfeld;Jean-Pierre;;1998;fre;;;;;Arts graphiques;Typographie;;;"Conférence de Jean-Pierre Grunfeld donnée dans le cadre du Cycle de conférences Iconotextes"" coordonné par Philippe Delangle. Le terme Iconotextes, proposé par Michael Nerlich en 1988, désigne l'ensemble des énoncés scripto-visuels dont les composantes scripturales et iconique sont imbriquées au point de se livrer au lecteur-regardeur comme une totalité indivis. Ces objets langagiers hybrides prolifèrent tout au long du XXe siècle tant dans le champ proprement littéraire et artistique que, avec une égale invention, dans celui de la communication (typographies, presse, publicité) quand, à l'exemple de la bande dessinée, ils ne travaillent à brouiller des frontières aussi incertaines. Le propos de ce cycle de conférences consiste donc à réfléchir à nouveau sur les rapports interactifs de l'écrit et du visuel, mécanismes aussi complexes que pluriels faits d'articulations dynamiques, de confrontations et de contiguités, de glissements et d'hybridation, mais encore de différences irréductibles et de béance. Cette réflexion privilégiera d'une part l'importance que revêt, sous des modalités infiniment variées, le texte ou l'écriture dans nombre d'?uvres plastiques jusqu'à participer à l'économie sémantique de l'image. D'autre part, elle s'attardera, notamment dans le champ de la création graphique et typographique, sur la dimension plastique que conquiert la lettre et le texte lorsque l'écriture est en quête de visualité, revendique le droit à la forme et la pertinence de sa dimension graphique. A l'encontre d'une simple mise en forme ou charge décorative, celle-ci investit la réalité physique et sémantique du message. Il s'agrira donc de rappeler encore cette évidence trop ténue selon laquelle graphisme et typographie sont à la lettre, investit d'une culture qu'ils contribuent fortement à constituer. (Source: Rapport d'activité 1998)""";
C1998 - REC;23052288;ADV;Art moderne et art contemporain à l'épreuve du musée;;Recht;Roland;;1998;fre;;;;;Centre national d'art et de culture Georges Pompidou (Paris);;;;Conférence de Roland Recht donnée le 21 janvier 1998 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Fin 1996, le président du Centre Pompidou a chargé Roland Recht d'une mission de réflexion et de proposition relative à l'avenir du Musée National d'art moderne. Il propose de nous faire part de ce travail et des conclusions essentielles qu'il lui a inspiré. (Source: Rapport d'activité 1998);
C1998-BAL1;23062664;K7A;[Conférence];"Cycle de conférences Art et nature"" coordonné par Jacques Demarcq et Jean-Pierre Greff""";Baltz;Lewis;;1998;fre;Baltz, Lewis(1945-2014);;;;Nature;Aménagement du territoire;Aménagement culturel;;"Conférence de Lewis Baltz donnée le 2 décembre 1998 dans le cadre du Cycle de conférences Art et nature"". ""Lewis Baltz présentera ses travaux récents à Leipzig et Groningen notamment. Dans cette région, ""Le Triangle Noir"", dévastée par l'exploitation industrielle, à ciel ouvert, anarchique, sur une région entière réduisant ""en l'espace d'une vie d'homme, la Bohême arcadienne du peintre Caspar David Friedrich à un jardin de cendres et de poussières"", a été mis en place un programme de réhabilitation du territoire culturel, c'est-à-dire modifié par l'homme, de la région. La réhabilitation de cette région a été confiée aux artistes et architectes. Lewis Baltz adopte une attitude extrêmement critique par rapport aux interventions artistiques proposées ""qu'il considère comme tacitement complices d'une dévastation rampante"" ou du moins responsables d'une esthétisation de la destruction."" (Source: Rapport d'activité 1998)""
Cycle de conférences Art et nature"" coordonné par Jacques Demarcq et Jean-Pierre Greff. ""En simplifiant beaucoup, on pourrait dire que l'art moderne, du cubisme à l'art conceptuel, a fait de la culture et de ses langages son macrocosme : son monde extérieur. L'énergie créatrice, souvent, se nourrissait de chair vivante, et de psychisme ";
C1998-BAL2;23062652;K7A;[Conférence];"Cycle de conférences Art et nature"" coordonné par Jacques Demarcq et Jean-Pierre Greff""";Baltz;Lewis;;1998;fre;Baltz, Lewis(1945-2014);;;;Nature;Aménagement du territoire;Aménagement culturel;;"Conférence de Lewis Baltz donnée le 2 décembre 1998 dans le cadre du Cycle de conférences Art et nature"". ""Lewis Baltz présentera ses travaux récents à Leipzig et Groningen notamment. Dans cette région, ""Le Triangle Noir"", dévastée par l'exploitation industrielle, à ciel ouvert, anarchique, sur une région entière réduisant ""en l'espace d'une vie d'homme, la Bohême arcadienne du peintre Caspar David Friedrich à un jardin de cendres et de poussières"", a été mis en place un programme de réhabilitation du territoire culturel, c'est-à-dire modifié par l'homme, de la région. La réhabilitation de cette région a été confiée aux artistes et architectes. Lewis Baltz adopte une attitude extrêmement critique par rapport aux interventions artistiques proposées ""qu'il considère comme tacitement complices d'une dévastation rampante"" ou du moins responsables d'une esthétisation de la destruction."" (Source: Rapport d'activité 1998)""
Cycle de conférences Art et nature"" coordonné par Jacques Demarcq et Jean-Pierre Greff. ""En simplifiant beaucoup, on pourrait dire que l'art moderne, du cubisme à l'art conceptuel, a fait de la culture et de ses langages son macrocosme : son monde extérieur. L'énergie créatrice, souvent, se nourrissait de chair vivante, et de psychisme ";
C1998-BAU1;23354210;K7A;[Conférence];;Baur;Ruedi;;1998;fre;;;;;;;;;Conférence donnée le 24 mars 1998 à 18h30 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Ruedi Baur. (Source : Rapport d'activité 1998);
C1998-BAU2;23354209;K7A;[Conférence];;Baur;Ruedi;;1998;fre;;;;;;;;;Conférence donnée le 24 mars 1998 à 18h30 à l'Ecole Supérieure des Arts Décoratifs de Strasbourg par Ruedi Baur. (Source : Rapport d'activité 1998);
C1998-BES;23354426;K7A;La Phrygane merveilleuse de Hubert Duprat;;Besson;Christian;;1998;fre;Duprat, Hubert (1957-...);;;;Insectes dans l'art;;;;"Conférence donnée le 28 octobre 1998 (date originale sur la cassette: 27/10/1998) à l'Ecole Supérieure des Arts Décoratifs de Strasbourg. Essai d'interprétation d'un palimpseste scientifico-artistique à partir de la théorie de l'information. En première partie: projection d'un film de 20 minutes où l'on peut voir la Phrygane, travaillant in vitro à la construction de son étui, à partir des matériaux fournis par l'artiste (paillettes d'or, perles, rubis, opales,...)."" (Source : Rapport d'activité 1997)""";
C1998-CAD;2335444X;K7A;Lecture;"Cycle de conférences Art et nature"" coordonné par Jacques Demarcq et Jean-Pierre Greff""";Cadiot;Olivier;;1998;fre;Cadiot, Olivier;;;;Nature;;;;"Conférence de Olivier Cadiot donnée le 4 novembre 1998 dans le cadre du Cycle de conférences Art et nature"". ""Ecrivain, Olivier Cadiot a réalisé avec Pierre Alfieri les deux numéros, à tous égards uniques, de la belle et forte ""Revue de littérature générale"", parus en 1996 et 1997. Il est l'auteur de fictions particulièrement toniques et décapantes (...). C'est aussi un formidable lecteur de ses propres textes."" (Source: Rapport d'activité 1998)""
Cycle de conférences Art et nature"" coordonné par Jacques Demarcq et Jean-Pierre Greff. ""En simplifiant beaucoup, on pourrait dire que l'art moderne, du cubisme à l'art conceptuel, a fait de la culture et de ses langages son macrocosme : son monde extérieur. L'énergie créatrice, souvent, se nourrissait de chair vivante, et de psychisme ";
C1998-CLE;2335872X;K7A;Art et paysage: le jardin ou le partage de la signature;;Clément;Gilles;;1998;fre;Clément, Gilles(1943-....);;;;Architecture des jardins;;;;"Conférence de Gilles Clément le 9 décembre 1998. Gilles Clément est le paysagiste français dont la sensibilité et la réflexion ont aujourd'hui le plus d'influence. Aux diverses traditions de l'art du jardin, il a su associer la prise en compte, et potentiels mécomptes, des dynamiques naturelles de croissance, de dégradation, de réaction aussi aux activités humaines. C'est ce qu'il appelle ""le jardin en mouvement"". Autrement dit concevoir un espace humanisé dans le temps de la nature, et réciproquement. Outre le parc André Citroën à Paris, Gilles Clément a créé, initié de nombreux jardins, tant en France que sur les cinq continents."" (Source: Rapport d'activité 1998)""Cycle Art et nature coordonné par Jacques Demarcq et Jean-Pierre Greff. En simplifiant beaucoup, on pourrait dire que l'art moderne, du cubisme à l'art conceptuel, a fait de la culture et de ses langages son macrocosme: son monde extérieur. L'énergie créatrice, souvent, se nourrissait de chair vivante, et de psychisme
";
C1998-DEM;23358731;K7A;Espace livre ou multimédia;"Cycle de conférences Iconotextes"" coordonné par Philippe Delangle""";Demarcq;Jacques;;1998;fre;;;;;;;;;"Conférence de Jacques Demarcq le 4 février 1998 donnée dans le cadre du Cycle de conférences Iconotextes"" coordonné par Philippe Delangle. Le terme Iconotextes, proposé par Michael Nerlich en 1988, désigne l'ensemble des énoncés scripto-visuels dont les composantes scripturales et iconique sont imbriquées au point de se livrer au lecteur-regardeur comme une totalité indivis. Ces objets langagiers hybrides prolifèrent tout au long du XXe siècle tant dans le champ proprement littéraire et artistique que, avec une égale invention, dans celui de la communication (typographies, presse, publicité) quand, à l'exemple de la bande dessinée, ils ne travaillent à brouiller des frontières aussi incertaines. Le propos de ce cycle de conférences consiste donc à réfléchir à nouveau sur les rapports interactifs de l'écrit et du visuel, mécanismes aussi complexes que pluriels faits d'articulations dynamiques, de confrontations et de contiguités, de glissements et d'hybridation, mais encore de différences irréductibles et de béance. Cette réflexion privilégiera d'une part l'importance que revêt, sous des modalités infiniment variées, le texte ou l'écriture dans nombre d'?uvres plastiques jusqu'à participer à l'économie sémantique de l'image. D'autre part, elle s'attardera, notamment dans le champ de la création graphique et typographique, sur la dimension plastique que conquiert la lettre et le texte lorsque l'écriture est en quête de visualité, revendique le droit à la forme et la pertinence de sa dimension graphique. A l'encontre d'une simple mise en forme ou charge décorative, celle-ci investit la réalité physique et sémantique du message. Il s'agrira donc de rappeler encore cette évidence trop ténue selon laquelle graphisme et typographie sont à la lettre, investit d'une culture qu'ils contribuent fortement à constituer. (Source: Rapport d'activité 1998)""";
C1998-FOU;23354373;K7A;Le sujet monotype;;Fourcade;Dominique;;1998;fre;;;;;;;;;"Conférence de Dominique Fourcade le 4 mai 1998 à l'Ecole des Arts Décoratifs de Strasbourg. Le poète lira de son dernier livre. La scène se passe je ne sais où, vraiment on ne peut savoir où, j'écris vissé à une table elle-même vissée à l'espace. Je me dévêts et la table se dénude et la terre se fait nue et l'espace est nu."" (Source: Rapport d'activité 1998)""";
